dataset_name,n_train_traces,conditioning_alpha,interpolation_weights_strategy,interpolation_weights,sktr_acc_micro,sktr_edit,sktr_f1@10,sktr_f1@25,sktr_f1@50,argmax_acc_micro,argmax_edit,argmax_f1@10,argmax_f1@25,argmax_f1@50,results_csv_path
gtea,1,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",58.45499451152579,68.89504386023877,71.94741453634973,64.17218598504112,49.448053461214876,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_1_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
gtea,2,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",67.38199780461032,75.36063297424725,78.50733578881038,71.93694653829256,57.92659259965374,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_2_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
gtea,3,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",71.53128430296377,76.20764627358896,80.31727580277345,73.91604897479026,59.65351518012359,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_3_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
gtea,4,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",71.62733260153678,75.8670415716734,80.48496146406647,73.78354805353815,59.38646401272631,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_4_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
gtea,5,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",71.64379802414929,75.99072740964495,80.55615273127103,74.00210868304778,59.4378799279296,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_5_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
gtea,6,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",77.94456641053787,77.31224002325429,82.4650153903129,76.11138309746256,61.45533019978547,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_6_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
gtea,7,0.8,unigram_super_heavy,"[0.75, 0.15, 0.1]",77.92535675082327,77.31224002325429,82.4650153903129,76.11138309746256,61.45533019978547,78.53457738748628,66.92451391482122,74.4761870037994,68.08161949837827,53.57088230118719,results/gtea/gtea_train_7_hyperparam_search_alpha_0.8_weights_unigram_super_heavy.csv
